Title,Conference
PhotoSketch: a sketch based image query and compositing system.,SIGGRAPH
Intelligent Rollups in Multidimensional OLAP Data.,VLDB
Reconfigurable clock polarity assignment for peak current reduction of clock-gated circuits.,ISCAS
Building a Lifestyle Recommender System.,WWW
Innovations approach to MMSE waterfilling based equalizers.,ISCAS
Important Issues in Distributed Data Base Management Systems.,VLDB
Automatic colorization of grayscale images using multiple images on the web.,SIGGRAPH
Periscope/SQ: Interactive Exploration of Biological Sequence Databases.,VLDB
Multi-Terabit/s IP Switching with Guaranteed Service for Streaming Traffic.,INFOCOM
Relationship Merging in Schema Integration.,VLDB
A technique for counting DNSSEC validators.,INFOCOM
Channel allocation in non-cooperative multi-radio multi-channel wireless networks.,INFOCOM
Resource Allocation for Downlink Statistical Multiuser QoS Provisionings in Cellular Wireless Networks.,INFOCOM
Benchmarking Spatial Join Operations with Spatial Output.,VLDB
Data-Sharing Relationships in the Web.,WWW
Area and Time Efficient Cellular Non-linear Networks.,ISCAS
Hardware accelerated rendering of antialiasing using a modified a-buffer algorithm.,SIGGRAPH
Pulse width and position modulation for fully digital audio amplifier.,ISCAS
A power management architecture for fast per-core DVFS in heterogeneous MPSoCs.,ISCAS
End User Access to Very Large Databases in an Automated Office/Workstation Environment.,VLDB
Two-Stage OTA Design Based on Settling-Time Constraints.,ISCAS
Improved Linear Light Source material reflectance scanning.,SIGGRAPH
A one-layer recurrent neural network for constrained single-ratio linear fractional programming.,ISCAS
Complex Queries over Web Repositories.,VLDB
Is there life after bit error rate or before?,ISCAS
Towards Semantic Trajectory Data Analysis: A Conceptual and Computational Approach.,VLDB
Complex Phenomena in SEPIC Converter Based on Sliding Mode Control.,ISCAS
Optimized QPSK modulator for DVB-S applications.,ISCAS
"VIRO: A scalable, robust and namespace independent virtual Id routing for future networks.",INFOCOM
Multiobjective optimization for transistor sizing sub-threshold CMOS logic standard cells.,ISCAS
A tunable floating gate CMOS resistor for low-power and low-voltage applications.,ISCAS
Rain removal from dynamic scene based on motion segmentation.,ISCAS
3D stacking for multi-core architectures: From WIDEIO to distributed caches.,ISCAS
Affinity rank: a new scheme for efficient web search.,WWW
Coarse irradiance estimation using curvilinear skeleton.,SIGGRAPH
Direction-Preserving Trajectory Simplification.,VLDB
Throughput-Delay Tradeoffs in Large-Scale MANETs with Network Coding.,INFOCOM
Towards more Informative User Interfaces.,VLDB
A Normal Form for Abstract Syntax.,VLDB
Multi-resolution depth-of-field rendering.,SIGGRAPH
WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases.,VLDB
A CMOS image sensor with focal plane SPIHT image compression.,ISCAS
GoGetIt!: a tool for generating structure-driven web crawlers.,WWW
Subthreshold Leakage Reduction: A Comparative Study of SCL and CMOS Design.,ISCAS
A baseball exploration system using spatial pattern recognition.,ISCAS
Front Matter.,VLDB
Visual Web Information Extraction with Lixto.,VLDB
Data-driven Color Manifolds,SIGGRAPH
SC filter for RF down conversion with wideband image rejection.,ISCAS
Spotter: A model based active geolocation service.,INFOCOM
Linking content in unstructured sources.,WWW
Current mode multiple-valued adder for cryptography processors.,ISCAS
A new construction algorithm of visual crytography for gray level images.,ISCAS
A 5.3GHz low-phase-noise LC VCO with harmonic filtering resistor.,ISCAS
Fast dynamic reranking in large graphs.,WWW
45-nm Planar bulk-CMOS 23-GHz LNAs with high-Q above-IC inductors.,ISCAS
Energy Efficient Scheduling with Individual Packet Delay Constraints.,INFOCOM
Two birds with one stone: a graph-based framework for disambiguating and tagging people names in web search.,WWW
Cost-efficient decimal adder design in Quantum-dot cellular automata.,ISCAS
Power-Controlled Data Prefetching/Caching in Wireless Packet Networks.,INFOCOM
"Composite Events for Active Databases: Semantics, Contexts and Detection.",VLDB
Factal: integrating deep web based on trust and relevance.,WWW
Modeling and predicting behavioral dynamics on the web.,WWW
Modeling dynamic stability of SRAMS in the presence of single event upsets (SEUs).,ISCAS
Optimizing Nested Queries with Parameter Sort Orders.,VLDB
SQL QueRIE Recommendations.,VLDB
The emerging JPEG-2000 security (JPSEC) standard.,ISCAS
SlideOR: Online Opportunistic Network Coding in Wireless Mesh Networks.,INFOCOM
Demonstration of latency reduction in electrical interconnections using optical fanout.,ISCAS
Distributed Power Control for Cognitive User Access based on Primary Link Control Feedback.,INFOCOM
User-generated metadata in audio-visual collections.,WWW
Network utilization: The flow view.,INFOCOM
GPU-based audio via the VGA port.,SIGGRAPH
Digitally-controlled RF passive attenuator in 65 nm CMOS for mobile TV tuner ICs.,ISCAS
Energy-Efficient Interference-Based Routing for Multi-Hop Wireless Networks.,INFOCOM
Illuminating the Dark Side of Web Services.,VLDB
Adaptive Data Structures for IP Lookups.,INFOCOM
An improved read/write scheme for anchorless NEMS-CMOS non-volatile memory.,ISCAS
A Survey of Tensor Methods.,ISCAS
Optimization Based Rate Control for Multicast with Network Coding.,INFOCOM
Teaching animation in computer science.,SIGGRAPH
Compressing and searching XML data via two zips.,WWW
Exploring the trade-off between label size and stack depth in MPLS Routing.,INFOCOM
High quality previewing of shading and lighting for Killzone3.,SIGGRAPH
Design methodology of multistage time-domain logic speculation circuits.,ISCAS
Non-uniform random membership management in peer-to-peer networks.,INFOCOM
Reduced-size ultra-wideband true-time-delay beam-forming receivers.,ISCAS
Surface motion graphs for character animation from 3D video.,SIGGRAPH
Efficient Processing of k Nearest Neighbor Joins using MapReduce.,VLDB
The Entity Join.,VLDB
Modeling/predicting the evolution trend of osn-based applications.,WWW
Analyzing web page headings considering various presentation.,WWW
An Autonomic Intrusion Detection System Based on Behavioral Network Engineering.,INFOCOM
Finite switching frequency effects in the sliding mode control of the double integrator system.,ISCAS
High-Dimensional OLAP: A Minimal Cubing Approach.,VLDB
ECG Cancellation for Surface Electromyography Measurement Using Independent Component Analysis.,ISCAS
Extended counting ADC for 32-channel neural recording headstage for small animals.,ISCAS
Resource control for loss-sensitive traffic in CDMA networks.,INFOCOM
DF-DICE: a scalable solution for soft error tolerant circuit design.,ISCAS
Co-browsing dynamic web pages.,WWW
"A rail to rail, slew-boosted pre-charge buffer.",ISCAS
Structural analysis of Petri nets with batch processing arcs.,ISCAS
An uncoded BER comparison between DFE-SCCP and OFDM using a convex analysis framework.,ISCAS
Routing Fairness in Chord: Analysis and Enhancement.,INFOCOM
Combining classification with clustering for web person disambiguation.,WWW
Distilling Superior Peers in Large-Scale P2P Streaming Systems.,INFOCOM
Early termination schemes for fast intra mode decision in High Efficiency Video Coding.,ISCAS
An improved SAR controller for DLL applications.,ISCAS
"Full-text search in email archives using social evaluation, attached and linked resources.",WWW
A single-chip audio system with delta-sigma DAC and class-D amplifier.,ISCAS
Low-voltage self-oscillating class E electronic ballast for fluorescent lamps.,ISCAS
Robust wide range of supply-voltage operation using continuous adaptive size-ratio gates.,ISCAS
ZoomRDF: semantic fisheye zooming on RDF data.,WWW
Architecture and Abstractions for Environment and Traffic Aware System-Level Coordination of Wireless Networks: The Downlink Case.,INFOCOM
GalaTex: a conformant implementation of the XQuery full-text language.,WWW
Fast mode selection to reduce the encoding complexity of H.264/AVC.,ISCAS
A Pulse-based Amplifier and Data Converter for Bio-potentials.,ISCAS
Efficient multicasting approaches using collection-distribution networks.,INFOCOM
On The Satisfiability of Dependency Constraints in Entity-Relationship Schemata.,VLDB
Per-survivor processing Viterbi decoder for Bluetooth applications.,ISCAS
Joint Congestion Control and OFDMA Scheduling for Hybrid Wireline-Wireless Networks.,INFOCOM
A SMIL-based Real-Time Interactive Sharing System for Distance Learning.,WWW
Mode dependent deblocking filter for video coding.,ISCAS
Mapping channel estimation and MIMO detection in LTE-advanced on a reconfigurable cell array.,ISCAS
"Building Structured Web Community Portals: A Top-Down, Compositional, and Incremental Approach.",VLDB
Efficiently Linking Text Documents with Relevant Structured Information.,VLDB
APT: Accurate outdoor pedestrian tracking with smartphones.,INFOCOM
A Novel Low Power Hybrid Loop Filter for Continuous-time Sigma-delta Modulators.,ISCAS
Visualizing the Internet: putting the user in the driver's seat (panel session).,SIGGRAPH
Towards Automated Performance Tuning for Complex Workloads.,VLDB
A 10 Gb/s optical receiver in 0.25 &micro;m silicon-on-sapphire CMOS.,ISCAS
An Integrated Switching Power Converter with a Hybrid Pulse-Train/PWM Control.,ISCAS
Oracle8i Index-Organized Table and Its Application to New Domains.,VLDB
On the Timing Uncertainty in Delay-Line-based Time Measurement Applications Targeting FPGAs.,ISCAS
Data Sharing Analysis for a Database Programming Lanaguage via Abstract Interpretation.,VLDB
Ranking the web frontier.,WWW
Incremental Bloom Filters.,INFOCOM
A Fully Programmable Analog Window Comparator.,ISCAS
Answering order-based queries over XML data.,WWW
Stochastic Ordering for Internet Congestion Control and its Applications.,INFOCOM
Deployment optimization of sensornet-based stochastic location-detection systems.,INFOCOM
High level spectral-based analysis of power consumption in DSPs systems.,ISCAS
Development of a Multimedia Information System for an Office Environment.,VLDB
Towards intent-driven bidterm suggestion.,WWW
1.5-V 900-&micro;W 40-dB CMOS variable gain amplifier.,ISCAS
Scheduling data collection with dynamic traffic patterns in wireless sensor networks.,INFOCOM
Leo: a system for cost effective 3D shaded graphics.,SIGGRAPH
Sonic: night of the werehog.,SIGGRAPH
Behavioral macromodeling of analog LSI implementation for automobile intake system.,ISCAS
Limit Cycle Control and Its Application to the Animation of Balancing and Walking.,SIGGRAPH
Special habitation.,SIGGRAPH
Maximizing lifetime for the shortest path aggregation tree in wireless sensor networks.,INFOCOM
Robust web content extraction.,WWW
Fighting Spam with the NeighborhoodWatch DHT.,INFOCOM
Repeating History Beyond ARIES.,VLDB
Understanding user's query intent with wikipedia.,WWW
The SphereSearch Engine for Unified Ranked Retrieval of Heterogeneous XML and Web Documents.,VLDB
Error-bounded antialiased rendering of complex environments.,SIGGRAPH
Agnostic topology-based spam avoidance in large-scale web crawls.,INFOCOM
A New Output-Sensitive Algorithm to Detect and Resolve Conflicts in Internet Router Tables.,INFOCOM
"Composable, Scalable, and Accurate Weight Summarization of Unaggregated Data Sets.",VLDB
Dishes.,SIGGRAPH
Argument Reduction by Factoring.,VLDB
Threshold Key-Establishment in Distributed Sensor Networks Using a Multivariate Scheme.,INFOCOM
An axon emulator for evaluation of nerve recording systems.,ISCAS
RoadRunner: Towards Automatic Data Extraction from Large Web Sites.,VLDB
A novel method to detect bad data injection attack in smart grid.,INFOCOM
Log-likelihood ratio algorithm for rate compatible modulation.,ISCAS
The Impact of New Technologies on the Architecture of Secondary Storage and Large Data Bases.,VLDB
Cross-Layer Survivability in WDM-Based Networks.,INFOCOM
ATLAS: An adaptively formed hierarchical cell library based analog synthesis framework.,ISCAS
Towards second and third generation web-based multimedia.,WWW
New Recursive Adaptive Beamforming Algorithms for Uniform Concentric Spherical Arrays with Frequency Invariant Characteristics.,ISCAS
A Routing Scheme for Content-Based Networking.,INFOCOM
A codesign synthesis from an MPEG-4 decoder dataflow description.,ISCAS
Direct control on modulation spectrum for noise-robust speech recognition and spectral subtraction.,ISCAS
Amplitude modulation based on time-varying forced function of second-order oscillator circuit.,ISCAS
EagleTree: Exploring the Design Space of SSD-Based Algorithms.,VLDB
Towards practical genre classification of web documents.,WWW
Office voodoo: a real-time editing engine for an algorithmic sitcom.,SIGGRAPH
A Relational Database View Update Translation Mechanism.,VLDB
Design of process variation tolerant radio frequency low noise amplifier.,ISCAS
"Can we get there from here? Current challenges in cloth design, modeling and animation (panel).",SIGGRAPH
MDVA: A Distance-Vector Multipath Routing Protocol.,INFOCOM
Chaotic Maps as Parsimonious Bit Error Models of Wireless Channels.,INFOCOM
Variability-Aware Synthesis for Wideband Low Noise Amplifiers.,ISCAS
A measurement study of Internet bottlenecks.,INFOCOM
A novel LNA-mixer design with on-chip balun.,ISCAS
Modeling relationship strength in online social networks.,WWW
KAGEO.,SIGGRAPH
On Graph Query Optimization in Large Networks.,VLDB
Senbazuru: A Prototype Spreadsheet Database Management System.,VLDB
Runtime implementation of modular radiance transfer.,SIGGRAPH
A delay generation technique for fast-locking frequency synthesizers.,ISCAS
Efficient Data Transfer Techniques and VLSI architecture for DWT-Block Coder Integration of JPEG2000 Encoder.,ISCAS
Shadow Prices vs. Vickrey Prices in Multipath Routing.,INFOCOM
On-the-fly Progress Detection in Iterative Stream Queries.,VLDB
Algorithms and the artist (panel session).,SIGGRAPH
Sheaf on sheet: a concept of tangible interface for browsing on a flexible e-paper.,SIGGRAPH
Can the Elephants Handle the NoSQL Onslaught?,VLDB
Iterative Training Of Dynamic Skills Inspired By Human Coaching Techniques,SIGGRAPH
A Markov chain model for coarse timescale channel variation in an 802.16e wireless network.,INFOCOM
A &#916;&#931; ADC for low power sensor applications.,ISCAS
TP-CRAHN: a Transport Protocol for Cognitive Radio Ad-Hoc Networks.,INFOCOM
Extended free-form deformation: a sculpturing tool for 3D geometric modeling.,SIGGRAPH
A Tractable and Accurate Cross-Layer Model for Multi-Hop MIMO Networks.,INFOCOM
Packet Pacing in Short Buffer Optical Packet Switched Networks.,INFOCOM
3D facial animation from high speed video.,SIGGRAPH
Synchronization of multihop ad hoc networks using connected dominating sets.,ISCAS
"Distributed rate allocation for inelastic flows: optimization frameworks, optimality conditions, and optimal algorithms.",INFOCOM
"3D graphics through the Internet - a ""shoot-out"" (panel session).",SIGGRAPH
Programmable voltage-to-current converter with linear voltage control resistor.,ISCAS
A novel method to count the red blood cells in thin blood films.,ISCAS
Interactive Multiresolution Surface Viewing.,SIGGRAPH
Entire topography of lunar surface.,SIGGRAPH
Letter from the VLDB2011 General PC Co-Chair.,VLDB
D-Scan: Enabling Fast and Smooth Handoffs in AP-Dense 802.11 Wireless Networks.,INFOCOM
Light field copy machine.,SIGGRAPH
Data Structures for an Integrated Data Base Management and Information Retrieval System.,VLDB
Factorizing personalized Markov chains for next-basket recommendation.,WWW
High Efficiency Architecture of ESCOT with Word-Level Pass Concurrent Context Modeling Scheme for SVC.,ISCAS
Movement-Assisted Sensor Deployment.,INFOCOM
Achieving High Output Quality under Limited Resources through Structure-based Spilling in XML Streams.,VLDB
Challenges and Experience in Prototyping a Multi-Modal Stream Analytic and Monitoring Application on System S.,VLDB
Impacts of NBTI and PBTI on Power-gated SRAM with High-k Metal-gate Devices.,ISCAS
Xplus: A SQL-Tuning-Aware Query Optimizer.,VLDB
Ad-Hoc Localization Using Ranging and Sectoring.,INFOCOM
Quotient Cube: How to Summarize the Semantics of a Data Cube.,VLDB
Bit-depth expansion by adaptive filter.,ISCAS
Document Classification using Nonnegative Matrix Factorization and Underapproximation.,ISCAS
Green-i: an interactive reusable brochure paper for eco-touring.,SIGGRAPH
Thumbs-up: a game for playing to rank search results.,WWW
Automated interior design from A to Z.,SIGGRAPH
State-Dependent Proportional Fair Scheduling Algorithms for Wireless Forward Link Data Services.,INFOCOM
A Parallel Architecture for Hermitian Decoders: Satisfying Resource and Throughput Constraints.,ISCAS
A hexagonal Field Programmable Analog Array consisting of 55 digitally tunable OTAs.,ISCAS
Extracting news-related queries from web query log.,WWW
Parametric Query Optimization for Linear and Piecewise Linear Cost Functions.,VLDB
The VolumePro Real-Time Ray-Casting System.,SIGGRAPH
Cross-Layer Quality of Service Support for UWB Wireless Multimedia Sensor Networks.,INFOCOM
A privacy-preserving social-assisted mobile content dissemination scheme in DTNs.,INFOCOM
Operation of class DE amplifier outside optimum condition.,ISCAS
Higher order convergent algorithms with applications to polynomials and matrices.,ISCAS
VBS: Maximum Lifetime Sleep Scheduling for Wireless Sensor Networks Using Virtual Backbones.,INFOCOM
A 372 ps 64-bit adder using fast pull-up logic in 0.18&micro;m CMOS.,ISCAS
On the efficiency of collaborative caching in ISP-aware P2P networks.,INFOCOM
Fully automatic wrapper generation for search engines.,WWW
Computer-generated pen-and-ink illustration of trees.,SIGGRAPH
Voltage-mode quaternary FPGAs: An evaluation of interconnections.,ISCAS
"Direct, spatial, and dexterous interaction with see-through 3D desktop.",SIGGRAPH
netBody.,SIGGRAPH
"Towards a transparent, flexible, scalable, and disposable image sensor.",SIGGRAPH
SQLB: A Query Allocation Framework for Autonomous Consumers and Providers.,VLDB
Browsing fatigue in handhelds: semantic bookmarking spells relief.,WWW
Architectural Issues in Distributed Data Base Systems.,VLDB
Evaluating a new approach to strong web cache consistency with snapshots of collected content.,WWW
Toward a Design Methodology for DBMS: A Software Engineering Approach.,VLDB
File diffusion in a dynamic peer-to-peer network.,WWW
Web video topic discovery and tracking via bipartite graph reinforcement model.,WWW
Standardization and the Relational Approach to Databases: An ANSI Task Group Status Report.,VLDB
Impact of a sleep schedule on the AODV convergence time in WSNs.,INFOCOM
Harnessing Internet topological stability in Thorup-Zwick compact routing.,INFOCOM
Dynamic Control of Coding in Delay Tolerant Networks.,INFOCOM
A micropower comparator for high power-efficiency hearing aid class D amplifiers.,ISCAS
High-performance spatial indexing for location-based services.,WWW
The Buddy-Tree: An Efficient and Robust Access Method for Spatial Data Base Systems.,VLDB
On the Wavelength Assignment Problem in Multifiber WDM Star and Ring Networks.,INFOCOM
A new algorithm for compressive sensing based on total-variation norm.,ISCAS
Talisman: Commodity Realtime 3D Graphics for the PC.,SIGGRAPH
"14-bit DR, 20 kHz BW, 2-2 MASH SI-&#931; modulator using low-distortion feedforward topology.",ISCAS
Device Neutral Pipelined Processing of XML Documents.,WWW
The squash-and-stretch filter for character animation.,SIGGRAPH
Compass tilt compensation algorithm using CORDIC.,ISCAS
A Low Power Current Reused Quadrature VCO for Biomedical Applications.,ISCAS
Smoothing the energy consumption: Peak demand reduction in smart grid.,INFOCOM
Extracting key terms from noisy and multitheme documents.,WWW
A Multimedia Office Filing System.,VLDB
Improving energy efficiency of functional units by exploiting their data-dependent latency.,ISCAS
Flexible Database Generators.,VLDB
Dimensioning an OBS Switch with Partial Wavelength Conversion and Fiber Delay Lines via a Mean Field Model.,INFOCOM
Item-based collaborative filtering recommendation algorithms.,WWW
On superposition of heterogeneous edge processes in dynamic random graphs.,INFOCOM
A Semantic Model for Data Base Protection Languages.,VLDB
Deformable curve and surface finite-elements for free-form shape design.,SIGGRAPH
View Invalidation for Dynamic Content Caching in Multitiered Architectures.,VLDB
Localized minimum-energy broadcasting in ad-hoc networks.,INFOCOM
Probabilistic End-to-End Delay Bounds for Earliest Deadline First Scheduling.,INFOCOM
Optimizing Queries on Compressed Bitmaps.,VLDB
"Randomizing, A Practical Method for Protecting Statistical Databases Against Compromise.",VLDB
A 65nm 10GHz pipelined MAC structure.,ISCAS
Measurement-Based Multipath Multicast.,INFOCOM
Demand-driven Service Differentiation in Cluster-based Network Servers.,INFOCOM
Towards omnidirectional passive human detection.,INFOCOM
Digital Filter Design Optimization using Partial Cost Functions.,ISCAS
Rank aggregation methods for the Web.,WWW
Broadband capacitive sensor CMOS interface circuit for dielectric spectroscopy.,ISCAS
High-speed differential resistor ladder for A/D converters.,ISCAS
A generic framework for throughput-optimal control in MR-MC wireless networks.,INFOCOM
Overhearing-aware Joint Routing and Rate Selection in Multi-hop Multi-rate UWB-based WPANs.,INFOCOM
Algorithmic Solution to Second-order Fluid Flow.,INFOCOM
Simulating massive dust in <i>Megamind</i>.,SIGGRAPH
Upgrading relational legacy data to the semantic web.,WWW
Segmenting specific object based on logo detection.,ISCAS
Modeling and verification of high-speed wired links with Verilog-AMS.,ISCAS
Fast global motion estimation based on iteration least-square estimation with sustained symmetrical structure.,ISCAS
Low-power and low-latency cluster topology for local traffic NoCs.,ISCAS
Understanding Web Searching &amp; Navigation Patterns.,WWW
GraphDB: Modeling and Querying Graphs in Databases.,VLDB
Data dissemination bounds in people-centric systems.,INFOCOM
Fast low power translation lookaside buffers using hierarchical NAND match lines.,ISCAS
Scalable Progressive Analytics on Big Data in the Cloud.,VLDB
Purely URL-based topic classification.,WWW
HyperANF: approximating the neighbourhood function of very large graphs on a budget.,WWW
The use of XML to express a historical knowledge base.,WWW
Improving understanding of website privacy policies with fine-grained policy anchors.,WWW
Dependency isolation for thread-based multi-tier Internet services.,INFOCOM
A comparison of case-based reasoning approaches.,WWW
Engineering Semantic Web Information Systems in Hera.,WWW
Main-Memory Operation Buffering for Efficient R-Tree Update.,VLDB
A New High-Speed Class-AB Current-Mode Circuit.,ISCAS
"Design, implementation, and evaluation of a client characterization driven web server.",WWW
Experiences of Technology Enhanced Learning: What Went Wrong?,WWW
A survey of public web services.,WWW
Understanding Sub-stream Scheduling in P2P Hybrid Live Streaming Systems.,INFOCOM
Threshold selection for web-page classification with highly skewed class distribution.,WWW
Modelling Non Deterministic Queries and Updates in Deductive Databases.,VLDB
Proportionate affine projection algorithms from a basis pursuit perspective.,ISCAS
Design galleries: a general approach to setting parameters for computer graphics and animation.,SIGGRAPH
Video noise reduction in the wavelet domain using temporal decorrelation and adaptive thresholding.,ISCAS
How to split a flow?,INFOCOM
Reliable Routing with QoS Guarantees for Multi-Domain IP/MPLS Networks.,INFOCOM
Static and Dynamic Analysis of the Internet's Susceptibility to Faults and Attacks.,INFOCOM
Certified Electronic Mail Protocol Resistant to a Minority of Malicious Third Parties.,INFOCOM
An Efficient Identification Algorithm for FIR Filtering with Noisy Data.,ISCAS
"Low-cost, low-power and high-throughput BCH decoder for NAND Flash Memory.",ISCAS
Information propagation speed in bidirectional vehicular delay tolerant networks.,INFOCOM
Milgram-routing in social networks.,WWW
Subdivision Schemes for Fluid Flow.,SIGGRAPH
Efficiently Compiling Efficient Query Plans for Modern Hardware.,VLDB
RDCM: Reliable data center multicast.,INFOCOM
Dehazing using Color-Lines,SIGGRAPH
On the scaling laws of Multi-modal Wireless Sensor Networks.,INFOCOM
Flexible Query Processor on FPGAs.,VLDB
On the Age of Pseudonyms in Mobile Ad Hoc Networks.,INFOCOM
A statistical approach for target counting in sensor-based surveillance systems.,INFOCOM
Adaptive projected subgradient method and its applications to robust signal processing.,ISCAS
True 3D display.,SIGGRAPH
Minimizing data collection latency in wireless sensor network with multiple mobile elements.,INFOCOM
A framework for fast design space exploration using fuzzy search for VLSI computing Architectures.,ISCAS
Computing semantic relatedness from human navigational paths on Wikipedia.,WWW
Letter from the VLDB 2011 Proceedings Chair.,VLDB
An area-efficient shuffling scheme for AES implementation on FPGA.,ISCAS
CachePortal II: Acceleration of Very Large Scale Data Center-Hosted Database-driven Web Applications.,VLDB
Keyframe control of cumulus cloud simulation.,SIGGRAPH
Safe Referential Structures in Relational Databases.,VLDB
A novel analytical model for electronic and optical switches with shared buffer.,INFOCOM
The language observatory project (LOP).,WWW
On automated composition for web services.,WWW
A Data Modeling Approach to Simplify the Design of User Interfaces.,VLDB
A motion compensation system with a high efficiency reference frame pre-fetch scheme for QFHD H.264/AVC decoding.,ISCAS
Effective animation of sign language with prosodic elements for annotation of digital educational content.,SIGGRAPH
Toward P2P-based multimedia sharing in user generated contents.,INFOCOM
Live 3D video in soccer stadium.,SIGGRAPH
Double-sampled cascaded sigma-delta modulator topologies for low oversampling ratios.,ISCAS
Point-Casting Service in Wireless Networks.,INFOCOM
Impact of battery degradation on optimal management policies of harvesting-based wireless sensor devices.,INFOCOM
An adaptive bandwidth reduction scheme for video coding.,ISCAS
Hardware-efficient parallel FIR digital filter structures for symmetric convolutions.,ISCAS
Location Discovery Using Data-Driven Statistical Error Modeling.,INFOCOM
Evaluating Mobility Pattern Space Routing for DTNs.,INFOCOM
An On-demand QoS Routing Protocol for Mobile Ad Hoc Networks.,INFOCOM
Dynamic Guard Bandwidth Scheme for Wireless Broadband Networks.,INFOCOM
From user-centric web traffic data to usage data.,WWW
Resource Aware Middleware Services Over MANETs.,INFOCOM
60 GHz meta-material wideband antenna for FPGA Giga bit data transmission.,ISCAS
Fast PDA Synchronization Using Characteristic Polynomial Interpolation.,INFOCOM
Least squares-based lossless image coding with edge-look-ahead.,ISCAS
A 30GHz 155Mbit/s self-calibrating direct transmitter.,ISCAS
Design of 4 &times; 4 MIMO-OFDMA receiver with precode codebook search for 3GPP-LTE.,ISCAS
Statistics on Views.,VLDB
Hardware-efficient VLSI implementation for 3-parallel linear-phase FIR digital filter of odd length.,ISCAS
nioi caf&amp;eacute;: olfactory display system with visual feedback.,SIGGRAPH
TwitterEcho: a distributed focused crawler to support open research with twitter data.,WWW
Geo/Environmental and Medical Data Management in the RasDaMan System.,VLDB
P-TAG: large scale automatic generation of personalized annotation tags for the web.,WWW
Recognizing Exponential Inter-Contact Time in VANETs.,INFOCOM
"A 3.7mW, 1.6V CMOS Analog Adaptive Equalizer for a 125Mbps Wire-Line Transceiver.",ISCAS
PCCD: parallel continuous collision detection.,SIGGRAPH
Maintaining Approximate Minimum Steiner Tree and k-center for Mobile Agents in a Sensor Network.,INFOCOM
Speech and multimodal interaction in mobile search.,WWW
A Low-Noise Preamplifier with Adjustable Gain and Bandwidth for Biopotential Recording Applications.,ISCAS
Optimal ISP subscription for Internet multihoming: algorithm design and implication analysis.,INFOCOM
A flexible dialogue system for enhancing web usability.,WWW
Characterizing end-host application performance across multiple networking environments.,INFOCOM
Simulating painted appearance of BTF materials.,SIGGRAPH
Telenoid: tele-presence android for communication.,SIGGRAPH
Augmenting semantic web service descriptions with compositional specification.,WWW
Retrieval of motion capture data based on short-term feature extraction.,SIGGRAPH
Pricing strategies for user-provided connectivity services.,INFOCOM
Simple and Realistic Data Generation.,VLDB
Topology identification of an uncertain general complex dynamical network.,ISCAS
BiToS: Enhancing BitTorrent for Supporting Streaming Applications.,INFOCOM
Toward a psychophysically-based light reflection model for image synthesis.,SIGGRAPH
Implementation Strategies for the Census Data Base.,VLDB
Birds-eye view ray scan system for flatbed autostereoscopic displays.,SIGGRAPH
Understanding Insights into the Basic Structure and Essential Issues of Table Placement Methods in Clusters.,VLDB
A continuous-time band-pass Sigma Delta modulator implemented in 0.35&micro;m BiCMOS using transmission lines.,ISCAS
Extendable point-to-multi-point protocol processor for 10G-EPON MAC SoCs.,ISCAS
Egress Admission Control.,INFOCOM
Design of IIR allpass fractional-delay fractional Hilbert transformer using complex cepstrum.,ISCAS
A High Performance Linear Current Mode Image Sensor.,ISCAS
Structured Materialized Views for XML Queries.,VLDB
Load Balancing in Large-Scale RFID Systems.,INFOCOM
Big Data and Cloud Computing: New Wine or just New Bottles?.,VLDB
Real time operating system modeling in a system level design environment.,ISCAS
An efficient blind fine synchronization scheme for SCBT systems.,ISCAS
Efficient search engine measurements.,WWW
Gate-level dual-threshold static power optimization methodology (GDSPOM) for designing high-speed low-power SOC applications using 90nm MTCMOS technology.,ISCAS
Non-Delaunay hierarchical mesh-based motion estimation and compensation for Wavelet Video coding.,ISCAS
Step-response Optimization Techniques for Low-power Three-stage Operational Amplifiers for Large Capacitive Load Applications.,ISCAS
Constructing multi-granular and topic-focused web site maps.,WWW
A Real-time E-Marketplace System for Advertising Opportunities on Datacasting.,WWW
Robust Distributed Top-N Frequent Pattern Mining Using the SAP BW Accelerator.,VLDB
Improving static and dynamic registration in an optical see-through HMD.,SIGGRAPH
A publish and subscribe collaboration architecture for web-based information.,WWW
RapidRAID: Pipelined erasure codes for fast data archival in distributed storage systems.,INFOCOM
The LEBONED Metadata Architecture.,WWW
Eclipse Attacks on Overlay Networks: Threats and Defenses.,INFOCOM
Sparse linear methods with side information for Top-N recommendations.,WWW
A comparative study of two network-based anomaly detection methods.,INFOCOM
Integrated Heterogenous Modelling for Power Estimation of Single Processor based Reconfigurable SoC Platform.,ISCAS
A novel truncated squarer with linear compensation function.,ISCAS
Request-Aware Scheduling for Busy Internet Services.,INFOCOM
Handling network uncertainty in heterogeneous wireless networks.,INFOCOM
Binary Increase Congestion Control (BIC) for Fast Long-Distance Networks.,INFOCOM
Are search engine users equally reliable?,WWW
Pipelined FPGA design of the Goertzel algorithm for exon prediction.,ISCAS
Smart Miner: a new framework for mining large scale web usage data.,WWW
"Comments on the Paper ""Data Base Design in Theory and Practice"".",VLDB
Efficient Recovery of Missing Events.,VLDB
